"","V11","V207","V210","V223","V323","V375","V465","V533","V534","V535","V551","V555","V573","V661","V686","V754","V800","V1001","V1112","V1215","V1288","V1293","V1392","V1448","V1572","V1635","V1687","V1731","V1733","V1734","V1824","V1875","V2242","V2296","V2448","V2819","V2850","V2859","V2882","V2909","V2930","V2975","V3019","V3045","V3056","V3058","V3059","V3060","V3061","V3173","V3214","V3236","V3237","V3324","V3339","V3402","V3405","V3443","V3472","V3489","V3717","V3729","V3733","V3734","V3736","V3740","V3743","V4019","V4020","V4021","V4022","V4063","V4081","V4086","V4097","V4118","V4408","V4863","V4887","V4983","V4993","V4996","V5023","V5024","V5067","V5084","V5091","V5094","V5099","V5102","V5104","V5108","V5117","V5130","V5209","V5242","V5388","V5465","V5542","V5588","V5868","V5911","V6089","V6153","V6198","V6208","V6220","V6320","V6322","V6421","V6423","V6461","V6481","V6497","V6513","V6542","V6570","V6741","V6745","V6782","V6873","V7013","V7104","V7105","V7118","V7228","V7229","V7249","V7333","V7340","V7437","V7533","V7566","V7605","V7606","V7616","V7769","V7772","V7787","V7789","V7800","V7849","V7871","V7886","V7887","V7890","V8278","V8313","V8317","V8473","V8570","V8919","V8969","V9046","V9078","V9088","V9228","V9300","V9315","V9318","V9354","V9472","V9689","V9954","V9976","V10038","V10249","V10338","V10366","V10654","V10656","V10662","V10663","V10733","V10735","V10807","V10811","V10905","V11042","V11097","V11180","V11185","V11280","V11415","V11619","V11652","V12239","V12243","V12248","V12297","V12405","V12449","V12508","V12509","V12588","V12620","V12638","V12676","V12712","V12731","V12762","V12853","V12922","V13019","V13030","V13033","V13041","V13082","V13083","V13084","V13108","V13149","V13165","V13267","V13314","V13323","V13387","V13613","V13616","V13621","V13640","V13772","V13789","V13823","V13920","V14003","V14208","V14264","V14265","V14266","V14267","V14268","V14388","V14393","V14466","V14627","V14628","V14632","V14633","V14634","V14636","V14639","V14641","V14642","V14645","V14653","V14654","V14658","V14668","V14670","V14671","V14672","V14676","V14677","V14678","V14681","V14683","V14684","V14685","V14703","V14706","V14707","V14708","V14710","V14713","V14714","V14716","V14717","V14718","V14721","V14722","V14724","V14727","V14728","V14732","V14734","V14735","V14747","V14748","V14873","V14883","V14999","V15001","V15070","V15198","V15210","V15212","V15217","V15223","V15354","V15613","V15621","V15623","V15635","V15639","V15749","V15759","V16055","V16056","V16057","V16058","V16135","V16174","V16318","V16346"
"3187",0,2,6,1,9,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,4,2,1,4,1,4,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,2,5,0,3,4,0,2,1,0,0,1,2,0,0,0,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,30,0,0,0,1,1,0,0,0,0,1,0,1,1,4,0,0,0,0,0,11,0,0,6,1,0,0,6,17,44,0,0,47,0,0,0,0,1,0,28,0,0,0,0,0,7,5,0,2,0,0,3,0,1,0,0,5,4,2,0,1,182,0,0,5,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,6,0,0,4,10,1,0,0,0,2,1,0,2,7,0,13,0,0,0,8,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,15,8,16,14,2,10,9,4,3,14,6,13,8,4,16,7,3,10,34,7,24,15,4,10,3,20,9,12,4,13,6,7,8,2,5,10,12,7,9,4,0,10,12,8,0,1,3,9,0,0,0,0,0,0,0,2,0,1,2,2,4,1,2,2,0,1,0,0,0,0
"3188",0,1,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,4,9,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,3,0,0,0,1,1,0,7,2,0,3,1,0,0,3,0,1,1,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,13,0,1,0,3,2,2,0,4,0,3,2,0,0,0,0,11,0,0,0,3,0,0,10,31,9,2,0,30,0,0,0,0,2,0,59,0,0,0,0,0,4,5,0,1,1,4,4,0,1,0,0,2,8,5,1,0,158,0,0,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,3,8,1,0,0,1,4,2,0,5,0,12,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,17,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,11,14,24,22,5,13,14,7,3,14,12,15,32,10,20,9,2,5,29,5,20,12,9,14,8,20,2,14,7,13,9,9,6,7,4,6,21,16,9,5,3,11,19,10,0,0,1,2,0,0,1,0,0,1,1,1,0,1,0,4,1,0,0,2,0,1,5,1,0,0
"3189",0,13,18,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,19,0,0,0,0,1,4,1,0,0,0,0,2,0,0,1,15,0,1,0,1,0,0,0,0,0,0,0,2,39,1,2,2,0,2,3,0,23,1,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,35,0,0,0,10,1,0,0,0,5,1,0,6,1,0,0,0,0,0,0,10,0,0,0,3,2,0,10,77,0,0,0,21,1,0,368,0,1,0,18,0,8,0,0,0,4,0,0,1,0,0,9,1,2,0,1,1,2,4,9,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,4,1,3,1,0,0,0,0,2,1,0,0,1,3,0,9,2,0,35,3,2,0,11,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,6,1,0,6,3,7,9,3,7,4,5,1,5,2,6,12,2,18,6,1,5,37,4,12,10,1,8,4,4,3,7,4,5,7,9,6,2,2,1,9,10,5,0,3,3,8,3,0,11,3,19,0,0,0,14,0,0,0,3,0,0,0,2,0,6,1,1,4,1,0,0,0,0
"3190",0,3,6,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,4,1,37,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,4,15,19,2,3,0,1,2,0,34,3,10,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,3,16,0,0,0,11,0,0,1,0,1,2,0,2,0,2,0,0,0,0,1,5,0,0,1,1,1,1,12,42,1,0,0,38,0,0,287,0,0,0,36,0,6,0,0,0,10,1,0,0,1,0,35,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,1,0,0,3,0,0,2,0,1,4,3,0,17,9,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,4,0,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0,3,0,0,15,7,12,18,1,8,3,1,4,7,8,10,8,4,21,6,2,2,26,5,13,5,2,8,11,22,3,10,7,9,5,16,10,2,4,0,20,10,14,0,7,5,13,11,0,3,16,24,0,2,1,0,0,0,1,1,0,0,0,1,1,0,3,0,0,1,7,0,6,0
"3191",0,2,7,1,0,1,0,0,0,1,0,14,0,0,0,2,1,0,0,0,2,2,7,0,1,3,0,7,5,1,0,2,0,0,1,0,0,2,9,0,0,0,0,1,0,0,0,2,1,0,1,29,8,1,4,0,0,0,0,18,1,1,0,0,0,0,11,0,0,0,0,0,0,2,1,0,0,2,0,3,25,0,2,0,7,1,1,1,3,0,3,0,0,0,1,0,0,0,0,1,6,0,0,1,0,3,0,36,6,0,0,0,15,0,0,459,0,0,0,12,0,9,0,0,1,4,10,0,3,2,10,15,0,1,0,3,2,6,1,6,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,12,0,5,2,1,1,0,1,0,6,0,1,0,0,2,1,0,3,1,0,20,5,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,1,5,1,1,0,0,0,1,0,0,5,1,0,3,0,0,1,0,0,0,3,0,0,7,8,10,17,2,22,3,3,2,8,6,8,10,0,15,11,1,4,20,5,17,13,0,4,9,10,2,5,4,7,11,15,4,4,2,4,9,11,14,4,15,4,10,8,0,0,5,13,0,3,0,2,0,0,2,0,0,0,2,3,0,0,0,3,0,0,25,1,0,0
"3192",0,16,23,2,0,0,0,0,0,0,0,10,0,0,7,0,0,0,1,0,2,6,11,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,0,0,5,13,18,5,1,0,4,4,0,16,0,1,1,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,9,17,0,0,2,13,0,0,534,0,0,0,48,0,13,0,0,2,1,1,0,3,1,0,13,2,1,2,0,2,8,3,10,0,0,2,0,2,1,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,16,2,1,2,2,0,0,0,3,1,0,0,1,3,1,12,2,0,24,5,7,0,2,0,0,2,0,2,0,1,0,6,0,0,0,0,2,0,3,2,1,7,0,1,1,0,0,0,0,4,1,3,0,0,1,0,0,0,2,4,0,12,10,15,12,0,11,6,2,4,8,5,12,4,3,23,4,1,4,24,4,17,12,0,10,8,10,0,7,8,12,9,9,3,3,5,3,19,6,11,2,5,3,8,9,0,5,10,8,0,0,2,10,0,2,1,2,0,1,3,2,1,0,2,1,1,6,0,0,0,0
"3193",0,27,56,6,0,1,4,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,28,3,0,0,4,5,5,0,0,0,9,0,1,6,4,6,0,5,3,1,1,3,0,0,0,0,0,10,2,0,0,6,0,2,8,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,2,5,18,2,0,0,11,1,1,0,1,0,0,0,0,9,5,1,7,0,4,1,3,0,0,1,0,0,0,54,34,0,0,1,11,1,0,0,6,0,1,2,0,0,0,0,3,8,7,0,3,1,0,17,4,1,0,4,3,5,3,3,0,0,0,3,15,0,11,0,0,3,10,6,0,10,10,19,4,10,0,0,0,9,2,0,1,12,0,0,1,0,0,0,14,0,0,1,4,4,0,1,3,4,0,0,0,1,2,1,0,2,7,0,0,0,0,3,0,0,0,0,8,0,0,8,0,1,0,0,0,0,2,0,1,3,2,0,0,0,0,0,0,1,1,0,5,6,0,1,0,0,0,0,3,2,0,12,8,13,4,1,9,5,5,3,1,1,6,6,4,15,3,1,5,32,6,10,5,1,5,2,17,0,6,5,6,9,9,11,2,3,3,13,10,17,3,5,5,10,3,3,21,0,0,2,0,0,23,0,0,5,0,0,2,0,2,2,3,0,0,0,0,34,13,0,0
"3194",0,18,22,2,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,2,0,2,18,0,0,3,2,3,0,0,0,0,0,0,0,0,0,1,5,0,2,1,0,0,0,0,0,1,0,0,8,5,3,1,9,0,5,2,0,20,0,1,0,0,0,0,15,0,1,0,0,0,0,0,2,0,0,0,1,5,22,2,0,0,2,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,13,25,0,2,0,12,0,0,304,0,1,0,35,0,8,0,0,0,4,1,0,1,0,0,7,1,1,0,1,2,5,2,1,1,0,1,0,8,0,0,0,1,0,4,1,0,0,0,2,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,7,1,1,7,1,0,0,0,2,7,0,0,1,2,0,7,4,0,12,2,6,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,11,1,2,0,2,0,0,0,0,5,0,0,5,3,12,6,1,9,1,3,4,5,3,6,2,5,23,2,0,3,25,4,9,7,1,12,1,18,3,4,2,5,5,5,6,5,5,2,17,15,14,1,4,5,11,6,0,7,5,6,0,1,0,9,1,0,3,3,0,2,2,2,1,5,0,1,1,4,0,0,0,0
"3195",0,32,40,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,1,4,0,2,22,1,3,2,0,1,18,0,0,2,10,1,1,5,6,13,0,1,1,3,0,3,0,0,0,0,0,5,4,0,0,2,0,0,4,5,0,2,1,5,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,7,28,2,1,0,5,3,1,0,0,2,2,1,4,0,12,1,2,0,2,0,3,0,1,4,0,1,0,24,28,0,0,2,4,2,0,0,0,0,0,1,0,2,0,0,1,3,15,0,2,2,0,7,9,3,1,1,5,8,5,13,3,0,0,3,14,3,3,0,0,6,0,2,0,9,5,16,7,16,2,0,0,2,0,4,1,10,0,3,1,1,0,5,2,0,1,5,0,2,1,0,4,0,0,2,3,4,3,6,1,0,3,0,0,0,0,6,0,10,0,1,5,1,0,26,0,0,0,0,0,0,1,0,3,5,1,0,0,1,1,0,0,0,1,0,0,5,1,0,0,0,0,0,2,4,0,16,5,18,10,0,11,8,2,5,2,3,7,6,3,14,8,2,9,38,7,2,10,1,8,5,25,2,6,4,15,25,10,5,1,4,6,10,9,19,0,7,10,13,9,4,33,0,0,2,3,0,16,7,6,8,2,1,1,0,1,7,1,3,0,0,1,42,1,0,0
"3196",0,5,0,0,0,14,0,2,2,0,0,0,0,0,22,0,0,1,1,1,0,2,8,0,1,0,2,3,3,0,14,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,0,0,8,1,0,2,0,2,0,0,1,0,7,24,2,0,2,1,8,0,1,0,1,0,0,54,17,0,0,0,27,1,0,0,0,2,1,4,0,15,0,0,1,9,9,0,1,1,15,3,0,1,1,0,1,1,0,2,1,6,0,2,1,2,0,0,0,1,4,0,0,0,0,0,0,0,2,6,3,4,0,8,0,2,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,3,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,11,1,0,0,0,0,0,1,1,2,10,2,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,17,10,9,11,1,5,7,0,4,4,11,11,7,6,9,1,2,5,39,5,13,8,5,6,3,11,5,6,7,5,6,8,2,4,8,7,14,11,16,1,5,6,8,5,0,0,0,0,0,1,0,0,0,0,2,2,0,1,2,0,0,1,2,0,0,0,16,0,0,0
"3197",0,11,16,3,0,7,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,2,20,0,5,0,2,4,7,1,0,3,0,0,2,7,1,23,0,3,7,1,1,0,0,0,0,1,0,0,8,0,0,2,1,3,2,2,0,2,1,6,0,0,0,0,0,1,3,0,0,0,0,3,0,2,0,2,2,1,43,5,1,3,5,1,0,2,1,0,1,0,4,9,9,0,2,7,2,2,11,0,0,1,0,0,0,13,12,0,0,0,5,1,1,3,0,0,1,8,0,0,0,0,2,8,6,0,3,1,4,11,10,0,2,2,4,11,4,13,2,0,0,1,6,1,1,0,0,0,2,1,0,15,41,15,0,28,2,2,0,3,0,1,1,0,1,1,0,0,0,1,1,2,0,1,3,2,0,0,0,2,0,6,0,1,0,2,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,3,4,8,0,0,0,2,1,3,2,0,1,0,0,0,5,0,1,1,0,0,1,4,0,19,25,26,18,5,22,23,9,8,10,10,24,10,3,28,8,4,3,43,11,14,27,4,10,9,19,11,13,19,25,30,26,5,5,6,8,24,16,36,5,8,19,25,5,11,55,0,0,0,1,2,0,0,5,9,3,4,3,5,2,0,2,3,2,1,3,1,1,2,0
"3198",0,7,14,3,0,0,1,0,0,0,0,3,0,0,2,0,1,2,0,1,0,1,21,0,0,1,2,2,2,1,0,1,0,0,1,0,0,2,23,0,1,0,1,1,0,0,0,1,0,0,5,11,5,2,3,0,5,3,0,42,1,0,0,0,0,1,9,0,0,0,0,0,0,0,2,0,0,0,0,5,17,0,0,0,4,0,1,0,0,1,2,0,2,0,2,0,0,0,0,0,3,0,0,0,2,1,0,5,28,0,0,1,23,0,0,624,0,0,0,14,0,6,0,0,1,4,3,0,1,0,0,11,0,1,1,0,2,2,0,0,0,0,0,2,4,0,0,3,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,12,3,1,3,0,0,2,1,1,0,0,0,1,1,0,5,4,0,23,4,3,0,6,0,0,2,0,0,0,0,0,9,0,0,0,0,0,1,5,3,0,0,0,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,5,1,0,10,2,7,14,3,4,4,3,4,6,2,6,2,0,12,4,1,3,17,1,8,13,0,2,4,12,4,7,3,7,10,3,7,2,1,3,19,11,14,0,4,2,6,5,1,6,0,6,0,1,0,8,0,0,0,1,0,1,1,0,0,0,0,2,1,2,2,1,3,0
"3199",0,8,8,1,1,0,0,0,0,0,0,12,0,0,0,0,0,2,2,1,3,3,28,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,4,14,7,2,5,0,1,1,0,25,0,6,1,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,7,17,1,0,0,10,0,0,0,0,2,0,0,1,3,2,0,0,0,0,0,5,0,0,0,1,7,0,4,17,0,0,0,13,1,0,578,0,0,0,2,0,7,0,0,0,5,2,0,3,1,1,15,1,3,0,1,1,6,0,10,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,2,2,0,0,2,1,0,8,6,0,10,5,6,0,2,0,0,1,0,0,1,0,2,5,0,0,0,0,2,0,6,1,0,6,0,0,1,0,0,0,2,2,0,2,1,1,0,0,0,0,4,0,0,20,6,9,11,0,16,9,6,5,1,9,16,11,2,22,8,2,7,24,6,14,8,2,6,6,14,4,11,10,11,9,21,6,5,2,7,21,18,16,0,6,6,19,8,0,0,17,8,0,3,2,0,0,0,2,1,0,2,0,1,2,2,0,1,0,3,3,0,0,0
"3200",0,0,35,3,0,0,5,0,0,0,0,0,0,9,0,0,2,1,0,3,3,3,4,0,2,2,0,3,2,0,2,0,0,0,0,5,9,2,0,0,2,1,0,0,0,54,6,180,74,0,3,0,0,0,0,0,1,1,62,1,0,2,129,23,0,65,0,277,270,26,2,26,0,0,0,0,6,0,1,1,59,5,0,2,9,0,2,0,0,1,4,2,0,0,1,0,0,3,1,0,2,2,1,5,1,0,0,39,26,0,0,0,8,2,1,0,0,1,0,0,4,0,0,0,1,1,0,0,0,2,0,1,0,6,1,0,0,2,3,10,1,0,1,1,0,0,2,1,0,0,0,0,5,3,0,1,0,0,3,1,0,0,0,0,2,2,0,1,1,0,2,0,1,0,0,0,0,5,2,1,1,0,0,3,1,1,1,4,2,0,4,0,0,0,0,0,0,0,0,2,0,0,109,0,1,0,1,10,15,10,0,0,3,6,0,0,0,198,512,15,0,0,2,0,0,1,4,545,96,0,7,5,0,0,5,30,13,36,25,6,14,24,4,7,6,7,20,6,0,14,8,3,12,29,9,20,26,1,18,9,44,9,12,10,22,13,37,11,1,4,15,13,17,16,0,10,12,15,11,0,0,0,0,1,0,0,0,53,1,1,1,2,3,0,8,0,2,3,2,0,0,6,0,95,0
"3201",0,19,7,2,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,1,1,6,26,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,4,18,4,1,0,0,2,2,1,28,3,3,0,0,0,1,23,0,0,0,0,0,0,3,0,0,0,0,0,4,23,1,0,0,9,2,1,0,0,2,0,1,2,0,5,0,0,0,0,0,2,0,0,1,2,0,0,22,75,2,1,0,23,1,0,244,0,0,0,21,0,4,0,0,0,9,5,0,4,1,0,11,1,0,0,1,1,9,2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,0,7,0,0,0,2,2,0,9,3,0,22,7,28,0,9,0,2,2,0,0,0,0,0,6,0,0,0,0,1,1,3,3,1,4,0,0,0,0,0,0,2,3,1,7,0,1,0,0,0,0,1,0,0,8,11,11,12,3,9,9,2,0,6,2,14,2,3,10,5,1,1,23,1,10,7,0,6,6,5,5,2,5,6,7,7,2,0,1,3,6,11,9,0,5,5,17,4,0,2,10,17,0,1,2,0,0,0,3,0,0,2,2,2,0,9,6,1,1,1,2,0,0,0
"3202",0,13,16,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,33,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,6,9,14,3,1,0,1,5,1,32,1,1,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,3,14,1,1,0,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,5,0,0,0,1,1,0,25,14,1,0,0,13,1,0,666,0,1,0,20,0,10,0,0,1,7,7,0,1,2,0,14,1,0,0,1,1,4,1,16,0,1,2,0,6,0,0,1,1,0,8,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,3,0,3,4,0,8,1,1,2,0,2,0,7,1,3,0,0,0,4,0,12,3,0,8,3,19,0,6,0,0,1,0,2,0,2,0,3,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,2,4,7,0,1,1,0,0,0,0,3,0,0,8,11,6,10,3,5,5,2,3,5,2,9,3,2,9,1,0,1,12,2,6,8,0,11,5,2,3,9,7,3,4,4,1,1,1,2,12,8,2,0,2,3,11,3,0,2,4,4,0,2,1,2,0,1,2,3,0,2,0,1,1,1,4,1,0,1,3,0,0,0
"3203",0,1,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,2,0,0,1,1,0,3,0,1,0,0,0,0,0,0,4,1,8,0,0,1,0,0,0,2,1,103,32,1,0,7,3,0,11,0,0,0,23,5,0,0,9,4,0,4,12,57,69,6,1,2,0,0,0,2,0,0,0,0,63,0,0,0,13,0,1,0,1,4,0,1,0,2,2,0,0,1,0,0,13,0,2,1,1,1,1,27,5,0,0,0,5,2,0,1,1,1,2,16,1,0,0,0,0,1,1,3,1,1,3,1,0,1,1,2,2,7,0,4,6,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,2,0,1,0,1,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,3,1,37,0,0,1,0,0,1,1,0,0,0,2,1,1,0,0,3,0,0,2,2,0,1,0,0,28,33,1,0,0,0,0,0,2,0,172,76,2,0,4,2,0,0,27,7,17,25,4,7,12,6,2,9,5,11,29,1,26,6,1,2,25,12,19,10,2,11,2,20,12,9,11,22,11,14,10,3,5,7,21,16,11,1,5,9,18,10,0,0,0,4,0,0,0,0,27,3,0,1,0,1,2,4,1,1,2,3,1,5,5,0,26,0
"3204",0,13,14,4,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,1,3,4,14,0,0,2,2,1,2,2,0,0,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,2,1,0,4,20,8,0,1,0,1,4,1,19,0,2,2,0,0,1,9,2,1,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,5,1,1,1,1,2,3,0,4,2,2,0,0,0,0,1,6,0,0,2,2,3,0,22,66,2,0,0,16,1,0,390,0,2,0,21,0,2,0,0,2,2,1,0,2,0,1,5,1,0,0,0,4,4,4,8,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,0,0,1,1,0,2,6,0,16,6,0,0,5,0,0,0,0,1,1,0,1,2,0,1,0,0,0,1,1,1,0,8,0,0,1,1,0,1,2,0,0,4,0,6,0,0,0,0,6,0,1,5,6,10,10,1,9,9,2,3,5,4,24,9,1,17,8,6,1,12,3,16,14,3,4,4,6,4,5,10,7,12,10,2,0,1,4,20,8,4,0,3,4,14,5,0,0,2,9,0,0,2,6,1,1,6,0,0,2,0,0,0,0,1,2,0,1,1,0,0,0
"3205",0,68,68,10,0,1,0,3,4,0,0,1,0,0,14,0,0,1,1,2,3,3,37,0,3,0,6,3,15,0,0,0,4,0,4,6,4,12,0,2,1,2,0,4,0,0,0,1,0,3,1,0,0,7,0,10,3,6,0,7,1,6,1,0,0,2,0,2,4,2,0,0,0,0,3,2,0,9,3,0,20,1,1,14,8,2,2,1,1,2,1,0,0,2,10,0,3,0,6,0,2,0,0,1,4,3,0,31,18,0,0,0,9,0,2,0,6,1,1,2,2,0,0,0,3,5,11,0,1,2,0,16,14,1,1,1,1,6,1,37,0,0,0,2,10,2,13,4,0,1,1,1,0,6,7,11,7,3,8,0,1,5,5,5,0,6,0,0,2,0,0,0,0,4,0,5,6,2,3,1,2,1,0,0,0,1,2,1,0,0,6,0,0,0,0,2,0,9,1,0,3,7,0,8,0,2,0,0,0,0,7,0,0,7,2,0,3,0,6,0,3,0,1,0,3,13,1,5,0,0,0,1,4,7,0,6,5,16,7,1,17,16,3,5,6,7,15,7,1,20,8,5,3,23,5,9,10,0,9,6,21,2,12,3,9,15,18,6,4,2,4,19,6,15,1,2,4,10,8,7,47,0,0,1,1,0,49,8,1,8,1,0,3,2,2,5,3,0,1,0,0,16,4,0,11
"3206",0,19,55,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,3,1,2,18,1,0,2,0,4,1,0,0,0,0,0,0,2,0,4,4,0,1,0,0,0,0,0,0,0,0,0,4,14,5,3,3,0,0,6,0,15,0,2,0,0,0,0,8,1,1,0,0,0,0,0,1,1,0,0,1,3,33,2,0,0,5,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,7,0,0,4,1,6,0,11,29,8,1,0,22,0,0,118,0,0,0,44,0,6,0,0,2,1,9,0,0,0,0,7,0,0,0,2,4,16,3,34,0,0,2,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,3,1,2,1,0,2,0,8,3,0,0,1,0,0,5,4,0,22,7,9,0,10,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,9,0,0,12,5,20,16,5,9,7,5,2,5,5,13,11,1,29,8,1,1,30,5,18,9,5,8,4,12,2,7,5,7,9,5,5,3,5,2,21,12,18,2,6,2,12,7,0,2,21,12,0,0,0,3,0,3,1,0,0,1,1,4,0,5,1,3,0,2,0,0,2,0
